,Price,Room,View Size,Age,Floortype,Location
4179,"
30.000 TL",3 + 1,"
160 m2",4 Yaşında, 3. Kat,"
Beşiktaş,
 
Ortaköy Mahallesi
"
4180,"
2.500 TL",3 + 1,"
145 m2",15 Yaşında, 5. Kat,"
Beylikdüzü,
 
Barış Mahallesi
"
4181,"
1.800 TL",2 + 1,"
90 m2",30 Yaşında, 4. Kat,"
Üsküdar,
 
Zeynep Kamil Mahallesi
"
4182,"
5.650 TL",2 + 1,"
110 m2",16 Yaşında, 1. Kat,"
Beşiktaş,
 
Ulus Mahallesi
"
4183,"
1.250 TL",1 + 1,"
60 m2",26 Yaşında, Bahçe Katı,"
Üsküdar,
 
Sultantepe Mahallesi
"
4184,"
3.500 TL",3 + 1,"
172 m2",21 Yaşında, 5. Kat,"
Beylikdüzü,
 
Cumhuriyet Mahallesi
"
4185,"
2.100 TL",1 + 1,"
80 m2",45 Yaşında, 2. Kat,"
Beşiktaş,
 
Abbasağa Mahallesi
"
4186,"
1.800 TL",3 + 1,"
150 m2",20 Yaşında, En Üst Kat,"
Sultangazi,
 
Cebeci Mahallesi
"
4187,"
1.500 TL",2 + 1,"
100 m2",7 Yaşında, Yüksek Giriş,"
Ümraniye,
 
Çakmak Mahallesi
"
4188,"
6.000 TL",4 + 1,"
140 m2",5 Yaşında, 4. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
4189,"
15.000 TL",2 + 1,"
135 m2",Sıfır Bina, 1. Kat,"
Beyoğlu,
 
Gümüşsuyu Mahallesi
"
4190,"
2.200 TL",3 + 1,"
120 m2",23 Yaşında, Ara Kat,"
Kartal,
 
Soğanlık Yeni Mahallesi
"
4191,"
7.750 TL",3 + 1,"
180 m2",20 Yaşında, 2. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
4192,"
1.750 TL",2 + 1,"
80 m2",30 Yaşında, 1. Kat,"
Kağıthane,
 
Sultan Selim Mahallesi
"
4193,"
3.000 TL",4 + 1,"
140 m2",20 Yaşında, 4. Kat,"
Ataşehir,
 
Atatürk Mahallesi
"
4194,"
4.000 TL",1 + 1,"
75 m2",3 Yaşında, 14. Kat,"
Gaziosmanpaşa,
 
Karadeniz Mahallesi
"
4195,"
5.200 TL",3 + 1,"
150 m2",40 Yaşında, 3. Kat,"
Şişli,
 
Fulya Mahallesi
"
4196,"
3.000 TL",3 + 1,"
180 m2",15 Yaşında, 4. Kat,"
Sarıyer,
 
Çayırbaşı Mahallesi
"
4197,"
3.500 TL",2 + 1,"
95 m2",2 Yaşında, Ara Kat,"
Kağıthane,
 
Emniyet Evleri Mahallesi
"
4198,"
3.200 TL",3 + 1,"
120 m2",17 Yaşında, 8. Kat,"
Küçükçekmece,
 
Atakent Mahallesi
"
4199,"
8.500 TL",3 + 1,"
160 m2",30 Yaşında, 2. Kat,"
Beşiktaş,
 
Nisbetiye Mahallesi
"
4200,"
1.200 TL",3 + 1,"
120 m2",20 Yaşında, 5. Kat,"
Silivri,
 
Mimar Sinan Mahallesi
"
4201,"
800 TL",1 + 1,"
65 m2",28 Yaşında, Bahçe Katı,"
Kağıthane,
 
Gültepe Mahallesi
"
4202,"
1.500 TL",2 + 1,"
90 m2",20 Yaşında, Bahçe Katı,"
Gaziosmanpaşa,
 
Bağlarbaşı Mahallesi
"
4203,"
17.500 TL",4 + 1,"
175 m2",Sıfır Bina, 1. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
4204,"
2.900 TL",2 + 1,"
90 m2",22 Yaşında, 1. Kat,"
Şişli,
 
19 Mayıs Mahallesi
"
4205,"
1.700 TL",1 + 1,"
85 m2",5 Yaşında, 4. Kat,"
Esenyurt,
 
Zafer Mahallesi
"
4206,"
2.950 TL",Stüdyo,"
20 m2",80 Yaşında, Giriş Katı,"
Beyoğlu,
 
Kalyoncu Kulluğu Mahallesi
"
4207,"
1.900 TL",2 + 1,"
75 m2",Sıfır Bina, Kot 1,"
Üsküdar,
 
Zeynep Kamil Mahallesi
"
4208,"
3.850 TL",2 + 1,"
99 m2",1 Yaşında, 8. Kat,"
Zeytinburnu,
 
Maltepe Mahallesi
"
4209,"
1.200 TL",2 + 1,"
90 m2",25 Yaşında, En Üst Kat,"
Pendik,
 
Bahçelievler Mahallesi
"
4210,"
1.800 TL",2 + 1,"
90 m2",Sıfır Bina, 1. Kat,"
Kağıthane,
 
Çağlayan Mahallesi
"
4211,"
3.750 TL",1 + 1,"
75 m2",31 Yaşında, Bahçe Katı,"
Beşiktaş,
 
Etiler Mahallesi
"
4212,"
3.500 TL",2 + 1,"
110 m2",20 Yaşında, 1. Kat,"
Beykoz,
 
Anadolu Hisarı Mahallesi
"
4213,"
12.000 TL",6 + 1,"
300 m2",25 Yaşında, ,"
Avcılar,
 
Denizköşkler Mahallesi
"
4214,"
2.700 TL",Stüdyo,"
60 m2",5 Yaşında, 3. Kat,"
Şişli,
 
Cumhuriyet Mahallesi
"
4215,"
6.000 TL",2 + 1,"
120 m2",35 Yaşında, 2. Kat,"
Beşiktaş,
 
Nisbetiye Mahallesi
"
4216,"
3.000 TL",2 + 1,"
90 m2",40 Yaşında, 3. Kat,"
Şişli,
  
Bozkurt Mahallesi
"
4217,"
3.500 TL",2 + 1,"
85 m2",2 Yaşında, 7. Kat,"
Kağıthane,
 
Emniyet Evleri Mahallesi
"
4218,"
12.000 TL",4 + 1,"
220 m2",15 Yaşında, 3. Kat,"
Beykoz,
 
Kavacık Mahallesi
"
4219,"
1.700 TL",2 + 1,"
90 m2",23 Yaşında, 1. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
4220,"
24.000 TL",8 + 2,"
400 m2",30 Yaşında, Yüksek Giriş,"
 Beykoz,
 
Anadolu Hisarı Mahallesi
"
4221,"
7.000 TL",2 + 1,"
120 m2",30 Yaşında, 1. Kat,"
Sarıyer,
 
Yeniköy Mahallesi
"
4222,"
7.000 TL",2 + 1,"
90 m2",20 Yaşında, 1. Kat,"
Şişli,
 
Halaskargazi Mahallesi
"
4223,"
3.000 TL",3 + 1,"
100 m2",35 Yaşında, 4. Kat,"
Kadıköy,
 
Koşuyolu Mahallesi
"
4224,"
65.000 TL",6 + 1,"
600 m2",25 Yaşında, ,"
Eyüpsultan,
 
Göktürk Merkez Mahallesi
"
4225,"
5.000 TL",2 + 1,"
90 m2",35 Yaşında, ,"
Üsküdar,
 
Kısıklı Mahallesi
"
4226,"
4.300 TL",2 + 1,"
130 m2",25 Yaşında, 2. Kat,"
Sarıyer,
 
Ferahevler Mahallesi
"
4227,"
2.250 TL",1 + 1,"
60 m2",40 Yaşında, 2. Kat,"
Beşiktaş,
 
Mecidiye Mahallesi
"
4228,"
2.550 TL",2 + 1,"
85 m2",1 Yaşında, 1. Kat,"
Başakşehir,
 
İkitelli OSB Mahallesi
"
4229,"
2.200 TL",2 + 1,"
100 m2",20 Yaşında, 4. Kat,"
Ümraniye,
 
Atatürk Mahallesi
"
4230,"
10.000 TL",4 + 1,"
300 m2",20 Yaşında, Giriş Katı,"
Beyoğlu,
 
Ömer Avni Mahallesi
"
4231,"
2.750 TL",4 + 1,"
110 m2",25 Yaşında, 2. Kat,"
Üsküdar,
 
Selami Ali Mahallesi
"
4232,"
4.000 TL",2 + 1,"
110 m2",5 Yaşında, 4. Kat,"
Şişli,
 
Duatepe Mahallesi
"
4233,"
5.490 TL",2 + 1,"
110 m2",1 Yaşında, 2. Kat,"
Kağıthane,
 
Hürriyet Mahallesi
"
4234,"
1.550 TL",1 + 1,"
60 m2",8 Yaşında, 4. Kat,"
Esenyurt,
 
Barbaros Hayrettin Paşa Mahallesi
"
4235,"
22.500 TL",5 + 2,"
300 m2",25 Yaşında, Bahçe Katı,"
Sarıyer,
 
Tarabya Mahallesi
"
4236,"
3.900 TL",1 + 1,"
80 m2",35 Yaşında, Giriş Katı,"
Sarıyer,
 
Yeniköy Mahallesi
"
4237,"
2.000 TL",2 + 1,"
90 m2",23 Yaşında, 16. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
4238,"
9.750 TL",3 + 1,"
165 m2",8 Yaşında, Bahçe Katı,"
Kadıköy,
 
Erenköy Mahallesi
"
4239,"
4.500 TL",1 + 1,"
85 m2",25 Yaşında, 6. Kat,"
Şişli,
 
Merkez Mahallesi
"
4240,"
2.600 TL",1 + 1,"
62 m2",10 Yaşında, 3. Kat,"
Şişli,
 
Yayla Mahallesi
"
4241,"
2.750 TL",1 + 1,"
65 m2",1 Yaşında, 1. Kat,"
Sarıyer,
 
Maden Mahallesi
"
4242,"
6.500 TL",4 + 1,"
201 m2",Sıfır Bina, 2. Kat,"
Beylikdüzü,
 
Marmara Mahallesi
"
4243,"
2.300 TL",2 + 1,"
90 m2",50 Yaşında, 2. Kat,"
Sarıyer,
 
Büyükdere Mahallesi
"
4244,"
3.400 TL",Stüdyo,"
50 m2",1 Yaşında, 18. Kat,"
Şişli,
 
Cumhuriyet Mahallesi
"
4245,"
27.000 TL",3 + 1,"
265 m2",3 Yaşında, 21 ve üzeri,"
Şişli,
 
Fulya Mahallesi
"
4246,"
19.000 TL",5 + 1,"
360 m2",15 Yaşında, 3. Kat,"
Bakırköy,
 
Şenlikköy Mahallesi
"
4247,"
3.500 TL",1 + 1,"
55 m2",20 Yaşında, Yüksek Giriş,"
Şişli,
 
Merkez Mahallesi
"
4248,"
3.250 TL",3 + 2,"
160 m2",33 Yaşında, 4. Kat,"
Fatih,
 
Sümbül Efendi Mahallesi
"
4249,"
1.750 TL",1 + 1,"
70 m2",35 Yaşında, Yüksek Giriş,"
Beşiktaş,
 
Muradiye Mahallesi
"
4250,"
4.000 TL",3 + 1,"
140 m2",20 Yaşında, 3. Kat,"
Şişli,
 
İzzet Paşa Mahallesi
"
4251,"
5.000 TL",3 + 1,"
120 m2",30 Yaşında, 3. Kat,"
Beşiktaş,
 
Akat Mahallesi
"
4252,"
12.000 TL",2 + 1,"
100 m2",20 Yaşında, 3. Kat,"
Beşiktaş,
 
Yıldız Mahallesi
"
4253,"
15.000 TL",4 + 1,"
200 m2",30 Yaşında, 2. Kat,"
Kadıköy,
 
Fenerbahçe Mahallesi
"
4254,"
3.650 TL",3 + 2,"
150 m2",1 Yaşında, 4. Kat,"
Güngören,
 
Haznedar Mahallesi
"
4255,"
19.500 TL",7 + 1,"
240 m2",10 Yaşında, ,"
Üsküdar,
 
Kuzguncuk Mahallesi
"
4256,"
28.000 TL",3 + 1,"
239 m2",Sıfır Bina, 7. Kat,"
Zeytinburnu,
 
Kazlıçeşme Mahallesi
"
4257,"
3.900 TL",2 + 1,"
75 m2",45 Yaşında, 1. Kat,"
Beyoğlu,
 
Ömer Avni Mahallesi
"
4258,"
2.250 TL",1 + 1,"
75 m2",1 Yaşında, 4. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
4259,"
5.500 TL",4 + 1,"
185 m2",2 Yaşında, 4. Kat,"
Beylikdüzü,
 
Barış Mahallesi
"
4260,"
15.000 TL",3 + 1,"
145 m2",3 Yaşında, 2. Kat,"
Beşiktaş,
 
Ortaköy Mahallesi
"
4261,"
6.000 TL",3 + 1,"
110 m2",20 Yaşında, 2. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
4262,"
2.300 TL",2 + 1,"
90 m2",2 Yaşında, Bahçe Katı,"
Kağıthane,
 
Çağlayan Mahallesi
"
4263,"
2.000 TL",1 + 1,"
82 m2",5 Yaşında, 3. Kat,"
Beylikdüzü,
 
Yakuplu Mahallesi
"
4264,"
2.500 TL",2 + 1,"
118 m2",4 Yaşında, 20. Kat,"
Esenyurt,
 
Koza Mahallesi
"
4265,"
16.000 TL",3 + 1,"
218 m2",6 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
4266,"
3.750 TL",2 + 1,"
94 m2",Sıfır Bina, 3. Kat,"
Zeytinburnu,
 
Veliefendi Mahallesi
"
4267,"
2.250 TL",2 + 1,"
85 m2",20 Yaşında, 3. Kat,"
Sarıyer,
 
Çayırbaşı Mahallesi
"
4268,"
8.200 TL",1 + 1,"
120 m2",24 Yaşında, Giriş Katı,"
Beyoğlu,
 
Cihangir Mahallesi
"
4269,"
2.200 TL",2 + 1,"
110 m2",30 Yaşında, Bahçe Katı,"
Şişli,
 
Mecidiyeköy Mahallesi
"
4270,"
3.400 TL",2 + 1,"
85 m2",35 Yaşında, Yüksek Giriş,"
Beşiktaş,
 
Abbasağa Mahallesi
"
4271,"
3.600 TL",2 + 1,"
90 m2",35 Yaşında, Bahçe Katı,"
Beşiktaş,
 
Vişnezade Mahallesi
"
4272,"
1.600 TL",1 + 1,"
70 m2",10 Yaşında, 1. Kat,"
Üsküdar,
 
Murat Reis Mahallesi
"
4273,"
7.500 TL",3 + 1,"
140 m2",15 Yaşında, 3. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
4274,"
9.000 TL",3 + 1,"
180 m2",22 Yaşında, 6. Kat,"
Beşiktaş,
 
Akat Mahallesi
 "
4275,"
2.000 TL",1 + 1,"
55 m2",2 Yaşında, 1. Kat,"
Şişli,
 
Paşa Mahallesi
"
4276,"
3.900 TL",3 + 1,"
147 m2",Sıfır Bina, 8. Kat,"
Başakşehir,
 
Bahçeşehir 2. Kısım Mahallesi
"
4277,"
650 TL",2 + 1,"
100 m2",5 Yaşında, 3. Kat,"
Avcılar,
 
Denizköşkler Mahallesi
"
4278,"
4.500 TL",1 + 1,"
75 m2",35 Yaşında, 3. Kat,"
Beyoğlu,
 
Kılıçali Paşa Mahallesi
"
4279,"
19.000 TL",2 + 1,"
110 m2",4 Yaşında, 3. Kat,"
Şişli,
 
Teşvikiye Mahallesi
"
4280,"
1.800 TL",1 + 1,"
80 m2",7 Yaşında, Bahçe Katı,"
Avcılar,
 
Cihangir Mahallesi
"
4281,"
15.000 TL",2 + 1,"
120 m2",4 Yaşında, 2. Kat,"
Şişli,
 
Teşvikiye Mahallesi
"
4282,"
14.000 TL",3 + 1,"
197 m2",Sıfır Bina, 11. Kat,"
Zeytinburnu,
 
Kazlıçeşme Mahallesi
"
4283,"
9.000 TL",4 + 1,"
200 m2",18 Yaşında, 5. Kat,"
Beşiktaş,
 
Akat Mahallesi
"
4284,"
6.000 TL",1 + 1,"
70 m2",6 Yaşında, Zemin,"
Beşiktaş,
 
Ortaköy Mahallesi
"
4285,"
4.500 TL",3 + 1,"
140 m2",32 Yaşında, 5. Kat,"
Bahçelievler,
 
Bahçelievler Mahallesi
"
4286,"
1.850 TL",2 + 1,"
85 m2",25 Yaşında, 1. Kat,"
Üsküdar,
 
Murat Reis Mahallesi
"
4287,"
2.500 TL",3 + 1,"
110 m2",10 Yaşında, Giriş Katı,"
Eyüpsultan,
 
Mithatpaşa Mahallesi
"
4288,"
2.500 TL",2 + 1,"
75 m2",5 Yaşında, 1. Kat,"
Şişli,
 
Esentepe Mahallesi
"
4289,"
6.000 TL",4 + 1,"
212 m2",1 Yaşında, 8. Kat,"
Avcılar,
 
Tahtakale Mahallesi
"
4290,"
3.000 TL",2 + 1,"
105 m2",10 Yaşında, 5. Kat,"
Pendik,
 
Harmandere Mahallesi
"
4291,"
2.400 TL",2 + 1,"
110 m2",30 Yaşında, 2. Kat,"
Güngören,
 
Abdurrahman Nafiz Gürman Mahallesi
"
4292,"
2.000 TL",1 + 1,"
80 m2",8 Yaşında, 2. Kat,"
Kartal,
 
Uğur Mumcu Mahallesi
"
4293,"
3.250 TL",1 + 1,"
75 m2",40 Yaşında, 2. Kat,"
Kadıköy,
 
Caferağa Mahallesi
"
4294,"
115.000 TL",5 + 1,"
550 m2",22 Yaşında, ,"
Beşiktaş,
 
Etiler Mahallesi
"
4295,"
1.300 TL",1 + 1,"
56 m2",3 Yaşında, 3. Kat,"
Esenyurt,
 
Barbaros Hayrettin Paşa Mahallesi
"
4296,"
5.300 TL",2 + 1,"
110 m2",30 Yaşında, 2. Kat,"
Beşiktaş,
 
Ulus Mahallesi
"
4297,"
2.250 TL",3 + 1,"
110 m2",35 Yaşında, Ara Kat,"
Üsküdar,
 
Zeynep Kamil Mahallesi
"
4298,"
72.500 TL",4 + 1,"
385 m2",7 Yaşında, 11. Kat,"
Beşiktaş,
 
Vişnezade Mahallesi
"
4299,"
6.000 TL",1 + 1,"
85 m2",10 Yaşında, 15. Kat,"
Sarıyer,
 
Maslak Mahallesi
"
4300,"
2.500 TL",3 + 1,"
135 m2",25 Yaşında, 6. Kat,"
Fatih,
 
Molla Gürani Mahallesi
"
4301,"
100.000 TL",5 + 3,"
800 m2",8 Yaşında, 21 ve üzeri,"
Beşiktaş,
 
Levent Mahallesi
"
4302,"
1.300 TL",3 + 1,"
125 m2",20 Yaşında, 4. Kat,"
Silivri,
 
Alibey Mahallesi
"
4303,"
8.500 TL",4 + 1,"
197 m2",8 Yaşında, 7. Kat,"
Zeytinburnu,
 
Seyitnizam Mahallesi
"
4304,"
2.650 TL",3 + 1,"
115 m2",22 Yaşında, 1. Kat,"
Şişli,
 
Mecidiyeköy Mahallesi
"
4305,"
2.350 TL",3 + 1,"
110 m2",20 Yaşında, Yüksek Giriş,"
Şişli,
 
Mecidiyeköy Mahallesi
"
4306,"
28.000 TL",4 + 1,"
305 m2",14 Yaşında, 10. Kat,"
Beşiktaş,
 
Kültür Mahallesi
"
4307,"
1.600 TL",2 + 1,"
85 m2",15 Yaşında, 6. Kat,"
Şişli,
 
Gülbahar Mahallesi
"
4308,"
20.000 TL",8 + 2,"
450 m2",20 Yaşında, ,"
Beykoz,
 
Anadolu Hisarı Mahallesi
"
4309,"
1.250 TL",2 + 1,"
90 m2",25 Yaşında, Giriş Katı,"
Kağıthane,
 
Gürsel Mahallesi
"
4310,"
7.150 TL",1 + 1,"
75 m2",15 Yaşında, 2. Kat,"
Şişli,
 
Teşvikiye Mahallesi
"
4311,"
850 TL",2 + 1,"
100 m2",25 Yaşında, 2. Kat,"
Pendik,
 
Esenyalı Mahallesi
"
4312,"
3.800 TL",3 + 1,"
125 m2",2 Yaşında, 1. Kat,"
Şişli,
 
Eskişehir Mahallesi
"
4313,"
15.000 TL",10 + 3,"
300 m2",10 Yaşında, ,"
Büyükçekmece,
 
Cumhuriyet Mahallesi
"
4314,"
28.000 TL",3 + 1,"
175 m2",15 Yaşında, 2. Kat,"
Beşiktaş,
 
Ulus Mahallesi
"
4315,"
4.500 TL",3 + 1,"
137 m2",22 Yaşında, 1. Kat,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
4316,"
1.750 TL",1 + 1,"
60 m2",5 Yaşında, 4. Kat,"
Eyüpsultan,
 
Esentepe Mahallesi
"
4317,"
2.300 TL",1 + 1,"
60 m2",30 Yaşında, 3. Kat,"
Şişli,
 
Ergenekon Mahallesi
"
4318,"
1.550 TL",1 + 1,"
75 m2",35 Yaşında, 2. Kat,"
Üsküdar,
 
Zeynep Kamil Mahallesi
"
4319,"
19.000 TL",4 + 2,"
900 m2",21 Yaşında, ,"
Büyükçekmece,
 
Mimaroba Mahallesi
"
4320,"
2.700 TL",2 + 1,"
85 m2",40 Yaşında, 2. Kat,"
Fatih,
 
Mevlanakapı Mahallesi
"
4321,"
3.500 TL",2 + 1,"
98 m2",5 Yaşında, 3. Kat,"
Bağcılar,
 
Bağlar Mahallesi
"
4322,"
1.750 TL",Stüdyo,"
40 m2",5 Yaşında, 2. Kat,"
Ataşehir,
 
İnönü Mahallesi
"
4323,"
2.750 TL",2 + 1,"
95 m2",3 Yaşında, 3. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
4324,"
7.250 TL",5 + 1,"
250 m2",25 Yaşında, 4. Kat,"
Sarıyer,
 
Darüşşafaka Mahallesi
"
4325,"
4.000 TL",4 + 1,"
135 m2",30 Yaşında, 4. Kat,"
Fatih,
 
Mimar Kemalettin Mahallesi
"
4326,"
1.300 TL",1 + 1,"
85 m2",22 Yaşında, 2. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
4327,"
1.700 TL",2 + 1,"
80 m2",45 Yaşında, 3. Kat,"
Fatih,
 
Derviş Ali Mahallesi
"
4328,"
3.000 TL",3 + 1,"
120 m2",28 Yaşında, Zemin,"
Üsküdar,
 
Küçük Çamlıca Mahallesi
"
4329,"
5.000 TL",2 + 1,"
110 m2",8 Yaşında, Bahçe Katı,"
Bahçelievler,
 
Fevzi Çakmak Mahallesi
"
4330,"
3.250 TL",3 + 1,"
160 m2",30 Yaşında, 2. Kat,"
Maltepe,
 
Altıntepe Mahallesi
"
4331,"
2.000 TL",1 + 1,"
65 m2",19 Yaşında, Yüksek Giriş,"
Şişli,
 
Mecidiyeköy Mahallesi
"
4332,"
3.000 TL",3 + 1,"
90 m2",40 Yaşında, 2. Kat,"
Beşiktaş,
 
Cihannüma Mahallesi
"
4333,"
2.200 TL",2 + 1,"
90 m2",25 Yaşında, 3. Kat,"
Şişli,
  
Gülbahar Mahallesi
"
4334,"
4.500 TL",2 + 1,"
100 m2",21 Yaşında, Zemin,"
Bakırköy,
 
Yeşilyurt Mahallesi
"
4335,"
2.250 TL",2 + 1,"
95 m2",35 Yaşında, 2. Kat,"
Şişli,
 
Mecidiyeköy Mahallesi
"
4336,"
4.250 TL",3 + 1,"
135 m2",40 Yaşında, 3. Kat,"
Kadıköy,
 
Caferağa Mahallesi
"
4337,"
20.000 TL",3 + 1,"
222 m2",5 Yaşında, 21 ve üzeri,"
Şişli,
 
Fulya Mahallesi
"
4338,"
1.750 TL",2 + 1,"
95 m2",28 Yaşında, 3. Kat,"
Bahçelievler,
 
Soğanlı Mahallesi
"
4339,"
2.500 TL",3 + 1,"
125 m2",30 Yaşında, 2. Kat,"
Şişli,
 
Merkez Mahallesi
"
4340,"
3.200 TL",1 + 1,"
60 m2",Sıfır Bina, 3. Kat,"
Eyüpsultan,
 
Göktürk Merkez Mahallesi
"
4341,"
60.000 TL",3 + 1,"
350 m2",30 Yaşında, ,"
Tuzla,
 
Postane Mahallesi
"
4342,"
30.000 TL",2 + 1,"
80 m2",30 Yaşında, 4. Kat,"
Adalar,
 
Heybeliada Mahallesi
"
4343,"
1.250 TL",Stüdyo,"
45 m2",8 Yaşında, Bahçe Katı,"
Ataşehir,
 
İnönü Mahallesi
"
4344,"
30.000 TL",3 + 1,"
265 m2",3 Yaşında, 21 ve üzeri,"
Şişli,
 
Fulya Mahallesi
"
4345,"
27.000 TL",2 + 1,"
90 m2",25 Yaşında, 1. Kat,"
Silivri,
 
Selimpaşa Mahallesi
"
4346,"
9.000 TL",2 + 1,"
120 m2",8 Yaşında, 21 ve üzeri,"
Şişli,
 
Cumhuriyet Mahallesi
"
4347,"
25.000 TL",4 + 1,"
190 m2",2 Yaşında, Bahçe Katı,"
Kadıköy,
 
Fenerbahçe Mahallesi
"
4348,"
27.000 TL",3 + 1,"
150 m2",20 Yaşında, 4. Kat,"
Sarıyer,
 
Baltalimanı Mahallesi
"
4349,"
14.000 TL",5 + 2,"
260 m2",Sıfır Bina, 5. Kat,"
Bakırköy,
 
Yeşilyurt Mahallesi
"
4350,"
2.000 TL",3 + 1,"
130 m2",25 Yaşında, Yarı Bodrum,"
Kağıthane,
 
Şirintepe Mahallesi
"
4351,"
1.500 TL",1 + 1,"
65 m2",30 Yaşında, 3. Kat,"
Fatih,
 
Mevlanakapı Mahallesi
"
4352,"
3.000 TL",3 + 1,"
145 m2",23 Yaşında, ,"
Küçükçekmece,
 
Cennet Mahallesi
"
4353,"
120.000 TL",8 + 2,"
1.000 m2",25 Yaşında, Yüksek Giriş,"
Beykoz,
 
Göksu Mahallesi
"
4354,"
2.000 TL",2 + 1,"
85 m2",30 Yaşında, 5. Kat,"
Bahçelievler,
 
Bahçelievler Mahallesi
"
4355,"
1.700 TL",2 + 1,"
80 m2",25 Yaşında, 3. Kat,"
Şişli,
 
Paşa Mahallesi
"
4356,"
22.500 TL",4 + 1,"
270 m2",6 Yaşında, 2. Kat,"
Kartal,
 
Kordonboyu Mahallesi
"
4357,"
650 TL",2 + 1,"
100 m2",3 Yaşında, ,"
Avcılar,
 
Üniversite Mahallesi
"
4358,"
2.000 TL",1 + 1,"
1.000 m2",5 Yaşında, Bahçe Katı,"
Beykoz,
 
Zerzavatçı Mahallesi
"
4359,"
1.150 TL",2 + 1,"
100 m2",9 Yaşında, 5. Kat,"
Çekmeköy,
 
Merkez Mahallesi
"
4360,"
16.000 TL",2 + 1,"
200 m2",8 Yaşında, 21 ve üzeri,"
Şişli,
 
Mecidiyeköy Mahallesi
"
4361,"
3.750 TL",3 + 1,"
145 m2",24 Yaşında, 5. Kat,"
Kadıköy,
 
Zühtüpaşa Mahallesi
"
4362,"
15.000 TL",1 + 1,"
135 m2",5 Yaşında, 2. Kat,"
Beşiktaş,
 
Vişnezade Mahallesi
"
4363,"
3.300 TL",3 + 1,"
130 m2",16 Yaşında, Teras Katı,"
Sarıyer,
 
Tarabya Mahallesi
"
4364,"
1.600 TL",3 + 1,"
130 m2",38 Yaşında, 4. Kat,"
Kadıköy,
 
Bostancı Mahallesi
"
4365,"
11.500 TL",3 + 1,"
150 m2",3 Yaşında, 8. Kat,"
Sarıyer,
 
Ayazağa Mahallesi
"
4366,"
1.800 TL",3 + 1,"
105 m2",22 Yaşında, 1. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
4367,"
1.450 TL",1 + 1,"
75 m2",20 Yaşında, 3. Kat,"
Kağıthane,
 
Telsizler Mahallesi
"
4368,"
6.500 TL",3 + 1,"
129 m2",4 Yaşında, 9. Kat,"
Küçükçekmece,
 
Atakent Mahallesi
"
4369,"
2.500 TL",2 + 1,"
80 m2",30 Yaşında, 2. Kat,"
Şişli,
 
Fulya Mahallesi
"
4370,"
6.000 TL",2 + 1,"
95 m2",25 Yaşında, Giriş Katı,"
Beşiktaş,
 
Yıldız Mahallesi
"
4371,"
2.600 TL",2 + 1,"
85 m2",3 Yaşında, Yüksek Giriş,"
Fatih,
 
Şehremini Mahallesi
"
4372,"
2.500 TL",1 + 1,"
65 m2",10 Yaşında, 2. Kat,"
Şişli,
 
Mecidiyeköy Mahallesi
"
4373,"
1.350 TL",1 + 1,"
60 m2",20 Yaşında, Giriş Katı,"
Kağıthane,
 
Ortabayır Mahallesi
"
4374,"
2.500 TL",4 + 2,"
160 m2",35 Yaşında, 4. Kat,"
Küçükçekmece,
 
Cumhuriyet Mahallesi
"
4375,"
4.500 TL",3 + 1,"
145 m2",24 Yaşında, 2. Kat,"
Bahçelievler,
 
Şirinevler Mahallesi
"
4376,"
900 TL",2 + 1,"
92 m2",Sıfır Bina, 5. Kat,"
Silivri,
 
Mimar Sinan Mahallesi
"
4377,"
2.000 TL",3 + 1,"
120 m2",30 Yaşında, 1. Kat,"
Bahçelievler,
 
Siyavuşpaşa Mahallesi
"
4378,"
2.500 TL",2 + 1,"
120 m2",13 Yaşında, Ara Kat,"
Sarıyer,
 
Bahçeköy Merkez Mahallesi
"
4379,"
4.900 TL",2 + 1,"
75 m2",6 Yaşında, 1. Kat,"
Beylikdüzü,
 
Adnan Kahveci Mahallesi
"
4380,"
3.650 TL",4 + 1,"
135 m2",3 Yaşında, 4. Kat,"
Güngören,
 
Haznedar Mahallesi
"
4381,"
2.500 TL",1 + 1,"
74 m2",4 Yaşında, 6. Kat,"
Küçükçekmece,
 
Atakent Mahallesi
"
4382,"
37.500 TL",4 + 1,"
260 m2",25 Yaşında, 4. Kat,"
Beşiktaş,
 
Bebek Mahallesi
"
4383,"
2.000 TL",2 + 1,"
80 m2",35 Yaşında, 1. Kat,"
Fatih,
 
Seyyid Ömer Mahallesi
"
4384,"
1.900 TL",2 + 1,"
90 m2",30 Yaşında, 5. Kat,"
Beşiktaş,
 
Ortaköy Mahallesi
"
